		12				
						
						
1	1360.75	1236.1	0	0	151.775	815.675
2	1329.725	1131.1	0	0	139.725	714.875
3	1306.6	1019.95	0	0	128.85	685.9
4	1302.975	991.55	0	0	117.7	685.375
5	1330.6	991.875	0	0	106.325	684.825
6	1443.55	991.675	0	0.025	95.875	694.225
7	1607.3	1007.775	0	4.5	86.075	804.575
8	1761.2	1501.55	0	31.575	72.975	1070.6
9	1882.2	2099	0	80.05	62.075	1206.9
10	1950.225	2127.75	0	124.9	55.925	1205.8
11	1949.125	2070.95	0	159.525	55.475	1184.5
12	1736.875	1595.15	0	184.5	59.575	1036.075
13	1662.4	1533.4	0	192.425	67.45	976.025
14	1684.425	2004.05	0	175.825	79.2	1120.1
15	1722.275	2072.425	0	148.425	92.7	1191.4
16	1812.3	2073.1	0	105.325	107.6	1275.5
17	1950.375	2072.8	0	57	127.5	1297.8
18	1932.525	2069.975	0	15.2	154.025	1292.7
19	1912.2	2068.325	0	3.35	177.45	1264.05
20	1830.825	2049.375	0	2.275	191.5	1203.925
21	1773.05	1928.525	0	2.375	197.35	1154.425
22	1663.375	1720.2	0	2.125	193.775	1090.4
23	1531.05	1502.9	0	1.5	185.175	971.725
						
47						
0	1571.175	517.425	0	0	269.45	509.95
1	1506.55	468.3	0	0	256.8	494.225
2	1471.425	429.85	0	0	248.575	485.3
3	1453.475	408.475	0	0	239.1	486.375
4	1442.775	404.65	0	0	229.825	486.025
5	1465.35	404.775	0	0	224.675	491.275
6	1576.275	404.75	0	0.1	223.7	504.475
7	1740.8	439.425	0	3.925	224.25	603.375
8	1913.425	942.2	0	22.5	223.375	863.7
9	2058.725	1232.4	0	59.225	211.625	973.025
10	2126.325	1221.6	0	96.5	206.025	985.475
11	2128.175	1147.625	0	132.875	228.5	947.125
12	1925.925	680.55	0	163.675	268.825	716.575
13	1846.975	678.3	0	175.1	313.9	687.75
14	1863.65	1147.8	0	165.525	350.625	794.825
15	1896.1	1235.6	0	139.875	376.625	826.075
16	1997.625	1243.625	0	101.05	389.675	867.9
17	2143.2	1291.25	0	48.225	399.6	930.2
18	2118.775	1283.775	0	15.725	418.55	950.375
19	2092.7	1272.575	0	1.625	431.375	954.25
20	2037.575	1226.825	0	0	432.025	907.9
21	1973.05	1133.825	0	0	430.35	836.7
22	1827.6	901.55	0	0	428.975	731.125
23	1690.9	654.075	0	0	427.85	641.775
						
52						
0	1661.4	661.7	0	0	369.075	461.075
1	1578.875	589.8	0	0	316.525	455.975
2	1529.775	552.275	0	0	269.85	455.325
3	1500.9	544.55	0	0	232.525	457.025
4	1490.85	544.225	0	0	207	456.825
5	1516.35	544	0	0	194.45	472.425
6	1631.8	544	0	0.1	184.6	554.7
7	1808.4	543.975	0	3.275	176.525	604.8
8	2010.95	932.025	0	24.5	164.6	749.275
9	2181	1236.45	0	77.55	143.2	857.1
10	2234.6	1239.575	0	133.9	116.925	883.6
11	2221.275	1178.65	0	171.525	112.875	876.65
12	1994.1	799.425	0	192.25	125.55	646.45
13	1909.075	793.775	0	190.05	154.1	581.925
14	1917.325	1172.45	0	184.45	191.775	645.4
15	1945.875	1246.925	0	163.65	227.45	678.775
16	2049.525	1293.25	0	117.95	256.375	756.375
17	2192.925	1340.45	0	53.35	275.225	876.325
18	2203.825	1331.125	0	10.525	296.25	874.275
19	2203.35	1315.8	0	1.2	315.075	878.225
20	2179.775	1186.175	0	0.025	314.5	827.325
21	2128.125	990.35	0	0	306.175	744.725
22	1976	892.525	0	0	293.225	595.775
23	1803.675	822.225	0	0	276.15	532.25
